audit_index,rating_id,set_bucket,expected_demucs_label,audio_path,scoring_seed
179,aprime_0662_11b27dd6eaca,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0662_11b27dd6eaca.flac,2731254995
180,aprime_0001_2856569ce627,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0001_2856569ce627.wav,3375136217
181,aprime_0026_8b6727c9c82b,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0026_8b6727c9c82b.flac,811568757
182,aprime_0597_9bdc2468ebc9,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0597_9bdc2468ebc9.flac,229623754
183,aprime_0210_a1d0917b9271,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0210_a1d0917b9271.wav,1833693625
184,aprime_0373_f8f132071432,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0373_f8f132071432.flac,697780214
185,aprime_0342_b2916757695b,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0342_b2916757695b.flac,64155696
186,aprime_0588_1e3858b0eca8,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0588_1e3858b0eca8.wav,2566539603
187,aprime_0571_146ce6f6e0ee,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0571_146ce6f6e0ee.flac,1048842354
188,aprime_0398_e53c574c4314,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0398_e53c574c4314.flac,3433756143
189,aprime_0228_821d00820017,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0228_821d00820017.wav,2196335095
190,aprime_0454_839e331902ac,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0454_839e331902ac.flac,446176953
191,aprime_0638_2fc5edec82da,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0638_2fc5edec82da.flac,3117361678
192,aprime_0557_4917ed5ea1b2,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0557_4917ed5ea1b2.wav,4168122601
193,aprime_0608_2f037679c7ef,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0608_2f037679c7ef.flac,3042407420
194,aprime_0294_5bb3b90ef8e3,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0294_5bb3b90ef8e3.flac,33177437
195,aprime_0377_f5a5087746aa,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0377_f5a5087746aa.wav,1643210802
196,aprime_0655_26abf16fc0bf,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0655_26abf16fc0bf.flac,1347181008
197,aprime_0484_7f89a0711ec8,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0484_7f89a0711ec8.flac,2229110090
198,aprime_0250_e8b755a84a0d,detector_disagreement_112,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0250_e8b755a84a0d.wav,1932171662
199,aprime_0172_f587b7170dc5,stratified_random_500,0,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0172_f587b7170dc5.flac,4112892138
200,aprime_0435_0ed7665344a8,stratified_random_500,1,paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0435_0ed7665344a8.flac,2289456243
