rating_id,media_sha256,clip_path,prompt_id,set_bucket,analysis_role,rating_source,label_a,label_binary,demucs_score,panns_score,existing_score_source,needs_detector_fill,split,split_component
aprime_0178_426aef858d6a,61aba5a6bff238af139bdf42e55da5c26c2d7c7c1313bb31b850fe89162f5b60,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0178_426aef858d6a.wav,held_out_0092,detector_disagreement_112,primary,pi:Richard,yes,1,0.17219369113445282,0.21886174380779266,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W6.jsonl,0,train,1087a33bd6a93e24
aprime_0179_6abe6ecf0ba7,c5301325da50fa1d1b62de33aacd50e79327f3d2c880163049353c9ecfbe7f6c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0179_6abe6ecf0ba7.flac,held_out_0142,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.05244,0.14845,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,79ae5cb49f815755
aprime_0180_5670f859354c,a10148905087a4d8b48592568212735b098112ed3c1a1d9629fa3c8999df614f,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0180_5670f859354c.flac,held_out_0001,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.07919,0.27701,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,72388d555c00a091
aprime_0181_4a745e5475ed,87c49d85f200e3fe7cbe97583bca49f99a51f26b71248b18408f6ea66555a99b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0181_4a745e5475ed.wav,dev_0037,detector_disagreement_112,primary,pi:Richard,yes,1,0.07285754382610321,0.4637402296066284,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W1.jsonl,0,heldout,106cb4eaaecaeb35
aprime_0182_dfbb9741cbdf,2dc684c27e98b6d2ebd5882ba4abcbdfaccb403c465c968f531b8a11fb86a58f,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0182_dfbb9741cbdf.flac,held_out_0191,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,no,0,,,exit1_frozen_backend_fill,1,heldout,80eb27cc7ba896f4
aprime_0183_d920698ee434,f85200d5603cc3ad9a2af4453054b6b2017658b45587db30a77623919e3fcc6b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0183_d920698ee434.wav,dev_0052,detector_disagreement_112,primary,pi:Richard,yes,1,0.16943266987800598,0.5573803782463074,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W1.jsonl,0,heldout,e7bf1bd8d0fb116b
aprime_0184_fe63ef48285d,4586978f37fe59081795e87345985c9ebc69f53863913da3e5fa23aa61d274d9,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0184_fe63ef48285d.flac,held_out_0045,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.17463,0.48312,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,ea88679631b4adeb
aprime_0185_98ee5e27505f,964c4a60d23d1fd10c94d556efcef8dc920cde96c9da0933a33e106a37a36110,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0185_98ee5e27505f.flac,held_out_0069,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.08245,0.08311,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,66b16609d64ccca2
aprime_0186_974bb909f260,cc68f63eb4d2c1cf21e092f183459250b3a774dd8d75a54d767fbaed1bac49a6,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0186_974bb909f260.wav,dev_0000,detector_disagreement_112,primary,pi:Richard,yes,1,0.09669717401266098,0.31863486766815186,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W3.jsonl,0,heldout,6c444a810095ef19
aprime_0187_c658dd759ad3,0f08e7743a954fae0503210a4e390c374500761d1552d5f2a91585b7846279c5,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0187_c658dd759ad3.flac,held_out_0017,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.08347,0.43539,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,0e1165ac058f944b
aprime_0188_15cfcbf4aedf,5baf8ebcbdf4f9e90440d4defface38f808ec1ebde8103d2a3e931e7be5f41bc,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0188_15cfcbf4aedf.flac,held_out_0011,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.08684,0.12875,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,2426f2ddbcbeba01
aprime_0189_bcdf8b205064,1a1ea8cdf4261be7d32dd354e242eb6df8d43c53b3614ec1b0e1a3214360d339,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0189_bcdf8b205064.flac,held_out_0193,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,,,exit1_frozen_backend_fill,1,heldout,ac585a499fe013a6
aprime_0190_7eaa555acfbc,da77cff61ccb0af2a14e6effc95e0fde0c3f9bbf3095b5745303debc2961dc86,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0190_7eaa555acfbc.flac,held_out_0088,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.57643,0.35851,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,d0fb478598ea40c0
aprime_0191_71a7fbc70005,f74abd3551256684f2630992b6cf962152acd49ee1f4e145462f74df4c56d4b8,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0191_71a7fbc70005.flac,held_out_0058,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.0617,0.47746,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,55d1b5a1faa1f88b
aprime_0192_7f913804f03f,e403804292538c078216d1f50e95d820da0eda01b7b57602633682d54bf04c6c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0192_7f913804f03f.flac,held_out_0240,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.12625,0.12388,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,43318f34fb2eb733
aprime_0193_202baeeb3e5c,113b6919d8e1bee993f72a5ab5f06f70074885b4e6217f4911c236ae0260753a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0193_202baeeb3e5c.flac,held_out_0001,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.02286,0.37576,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,72388d555c00a091
aprime_0194_2fece6846043,9db98a62932d199ccc3bdf109d5b09d19ffe7724635994c6fdf37808264c61b0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0194_2fece6846043.wav,dev_0061,detector_disagreement_112,primary,pi:Richard,yes,1,0.16244077682495117,0.4899134635925293,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W6.jsonl,0,heldout,cfbc09d717443148
aprime_0195_31209987bc34,7b4fc41922e14a040aba1166737288fcbc48e586e73d0677bd9a64adfab86dd1,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0195_31209987bc34.flac,held_out_0119,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.03649,0.15189,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,5c86c2c4f5cf9cb7
aprime_0196_833ae79af162,261e97360b4aedd636f6a0e0c3246e24e474e4d36601df83828d2092755db43a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0196_833ae79af162.flac,held_out_0226,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,,,exit1_frozen_backend_fill,1,heldout,da00e0af63f3eebe
aprime_0197_8ebaf6d67812,a64d05aebadd36546ca5ca66c1259e1fe209c78e4bfb6d3983c3ed6dd72acb40,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0197_8ebaf6d67812.flac,held_out_0254,rare_basin_48,primary,pi:Richard,yes,1,0.23179991543293,0.036999836564064026,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W7.jsonl,0,heldout,86bfaea494df0c64
aprime_0198_f10f669859f1,e0ae337a96415049dfaf384998d6656e93634a47aa2d18589378b80ed2a0f2d9,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0198_f10f669859f1.flac,held_out_0007,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.04361,0.0776,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,6ac6e32a460a0efb
aprime_0199_0b332e9c48bb,56ce3e69911f05bb85f3319d16acddb397dea7eb36c250cda8e0d1c9d21e3ad5,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0199_0b332e9c48bb.wav,dev_0017,agreement_spotcheck_30,primary,pi:Richard,yes,1,0.7910144925117493,0.14436395466327667,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W3.jsonl,0,heldout,fbc92f750d3af066
aprime_0200_9bb4ac35bf8c,3f9bc3800195d3422c671f17fff1170da0fd6ee79b53111f9db2f0779ebdbc9c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0200_9bb4ac35bf8c.flac,held_out_0015,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,,,exit1_frozen_backend_fill,1,heldout,31072059e956f007
aprime_0201_c50b8689821f,3ab6e7e386b6ff4f6d6f1955806424028cea44e254dbf85bb9636ba07a4f32a8,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0201_c50b8689821f.wav,held_out_0092,detector_disagreement_112,primary,pi:Richard,yes,1,0.1711258888244629,0.29358747601509094,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W4.jsonl,0,train,1087a33bd6a93e24
aprime_0202_fb721ae8299f,2deaa740ddf34cb1db57da97818ef99ef54b1888425723a467982c55c66aad38,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0202_fb721ae8299f.flac,held_out_0004,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.02741,0.27991,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,02e0c0dda1ebcf9a
aprime_0203_a72b7fc4630f,7a82d5d9e71899edaa556fcedd225ca872c4d65303be60000a561893d499a847,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0203_a72b7fc4630f.flac,held_out_0240,rare_basin_48,primary,pi:Richard,yes,1,0.18839536607265472,0.06158563494682312,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W0.jsonl,0,train,43318f34fb2eb733
aprime_0204_77e540d9f159,ce59e9ada624d8c6a06c3b84dc0fb58940519a48ca9c55815156644c1f271bfa,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0204_77e540d9f159.flac,held_out_0245,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,no,0,,,exit1_frozen_backend_fill,1,train,ed8e664f7f20d5d2
aprime_0205_c31da1d6d02a,d85530c8f4c8d7bf715c931003a88cb6c28a19fcffb2c59653cbcce0668b151a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0205_c31da1d6d02a.flac,held_out_0199,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.02469,0.51599,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,8cd50324c1fe2dcb
aprime_0206_3e7faf12cf26,88b59a1c685c25bbdef694d36fd67f1af28ecec26ec49b746b39a9117277eb54,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0206_3e7faf12cf26.flac,held_out_0254,rare_basin_48,primary,pi:Richard,yes,1,0.03096318058669567,0.4210277497768402,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W2.jsonl,0,heldout,86bfaea494df0c64
aprime_0207_2ca80d663cfc,56ed5c0278b3da862633036df79f19c75c4100092d241fb25b9de60e49be4424,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0207_2ca80d663cfc.flac,held_out_0251,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.14302,0.69958,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,cff38af3ef5ab9ec
aprime_0208_2e39b3a1e145,2ac616a63a7e04e71e30b1954f0ccbe90a92693c9bf69a51c20499bdfaea1a0a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0208_2e39b3a1e145.flac,held_out_0008,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.08132,0.13397,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,e0a8dd6bf4c0de5a
aprime_0209_f8576be596bc,acc59a9813af240e9c618919ea4912250ddb8234f9f6cce691eb70f1180a55c7,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0209_f8576be596bc.flac,held_out_0028,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.05688,0.40582,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,1f7abf436ac425b7
aprime_0210_a1d0917b9271,166ddb24d974600483d9fc3898058760bd29cd0273827dbe6845f9c79e5e0f42,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0210_a1d0917b9271.wav,dev_0203,detector_disagreement_112,primary,pi:Richard,yes,1,0.1760742962360382,0.07194169610738754,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W3.jsonl,0,train,e2ec307a7cf7ee30
aprime_0211_50059199e23a,0a9bae949406f1817ee5d08463491fe337e21acb08c302ef69a7915e17e0cdbb,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0211_50059199e23a.wav,held_out_0066,detector_disagreement_112,primary,pi:Richard,yes,1,0.17121143639087677,0.11731409281492233,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W5.jsonl,0,heldout,3913eebf60fadcec
aprime_0212_28f643c4f836,778e65549b45ad95cb5807be7c8800b30c9dbb5f95cecc298f783cbe893a18d2,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0212_28f643c4f836.flac,held_out_0003,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.15106,0.0997,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,c5bdf3cd24a5004c
aprime_0213_5c3b048f3226,3891786077e4c8603b90975f9c742c735467321bce8d982f0b92bd3d434867ce,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0213_5c3b048f3226.flac,held_out_0002,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.7903344035148621,0.14815177023410797,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/w2_contingency_20260711/activated_20260711/calibration/PI_GOLD_SCORES_W3.jsonl,0,heldout,e022f625395eccf8
aprime_0214_84e9254a9c1f,7f546ee53ab98d4c729948e32fa170fb483d2e25631050790a3bcb40d0d00ad9,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0214_84e9254a9c1f.flac,held_out_0026,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.12869,0.07565,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,8bfd5f3f7b85fef4
aprime_0215_668cde28479c,66ee83a84cb764539a7686aaa39a0d423a23f39367b67b3573ddfc9c45ce068f,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0215_668cde28479c.flac,held_out_0199,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.12705,0.72582,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,8cd50324c1fe2dcb
aprime_0216_946f8f7c1db9,97eb5c98cffa2456c1eefecd70cdffd59e8cf519835a9e38abdc2410155604aa,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0216_946f8f7c1db9.flac,held_out_0045,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.03996,0.50141,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,train,ea88679631b4adeb
aprime_0217_34ef2132d1e9,d53d7e70b2718ca939defab68e89a833935b72dbf674752deaed6a073d13beec,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0217_34ef2132d1e9.flac,held_out_0229,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,,,exit1_frozen_backend_fill,1,train,d055c964fa232b7a
aprime_0218_b16ff7250545,a311f3ac7da4043dd4bb9f27e3945247e8cef695faa427ffb6344fd543cf7532,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0218_b16ff7250545.flac,held_out_0024,stratified_random_500,global_bound,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,yes,1,0.12033,0.06953,orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/A_PRIME_MANIFEST.csv,0,heldout,5314256b44bb9c57
