task_id,prompt_id,candidate_index,requested_vocal,prompt_split,evpd_cache_index,sigma,demucs_score,panns_score,candidate_present,target_status
dev_0102__cand00,dev_0102,0,1,train,816,0.8,0.1933496743440628,0.4736678898334503,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand01,dev_0102,1,1,train,817,0.8,0.13016100227832794,0.461505651473999,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand02,dev_0102,2,1,train,818,0.8,0.25482988357543945,0.08315512537956238,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand03,dev_0102,3,1,train,819,0.8,0.535812497138977,0.1866464465856552,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand04,dev_0102,4,1,train,820,0.8,0.6575592756271362,0.1375729888677597,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand05,dev_0102,5,1,train,821,0.8,0.30628740787506104,0.17744773626327515,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand06,dev_0102,6,1,train,822,0.8,0.32803261280059814,0.28282132744789124,1,PENDING_PROMOTED_INSTRUMENT
dev_0102__cand07,dev_0102,7,1,train,823,0.8,0.24221265316009521,0.20315641164779663,1,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand00,dev_0103,0,0,val,824,0.8,0.5597983002662659,0.1893220990896225,1,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand01,dev_0103,1,0,val,825,0.8,0.0738038718700409,0.15064910054206848,1,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand02,dev_0103,2,0,val,826,0.8,1.0282570656272583e-05,0.01842079497873783,0,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand03,dev_0103,3,0,val,827,0.8,1.7164774135380867e-06,0.01936217211186886,0,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand04,dev_0103,4,0,val,828,0.8,0.005537004210054874,0.02056185156106949,0,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand05,dev_0103,5,0,val,829,0.8,0.004555884748697281,0.023619579151272774,0,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand06,dev_0103,6,0,val,830,0.8,0.8609824776649475,0.015211769379675388,0,PENDING_PROMOTED_INSTRUMENT
dev_0103__cand07,dev_0103,7,0,val,831,0.8,6.105548527557403e-05,0.012034567072987556,0,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand00,dev_0104,0,0,train,832,0.8,0.38976192474365234,0.2667221426963806,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand01,dev_0104,1,0,train,833,0.8,0.3607533276081085,0.28273701667785645,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand02,dev_0104,2,0,train,834,0.8,0.42877498269081116,0.2639487385749817,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand03,dev_0104,3,0,train,835,0.8,0.6479123830795288,0.2342202365398407,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand04,dev_0104,4,0,train,836,0.8,0.5637697577476501,0.19889937341213226,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand05,dev_0104,5,0,train,837,0.8,0.15248316526412964,0.07064826786518097,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand06,dev_0104,6,0,train,838,0.8,0.4086895287036896,0.21269583702087402,1,PENDING_PROMOTED_INSTRUMENT
dev_0104__cand07,dev_0104,7,0,train,839,0.8,0.4071328341960907,0.2607276439666748,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand00,dev_0105,0,1,train,840,0.8,0.704532265663147,0.35586902499198914,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand01,dev_0105,1,1,train,841,0.8,0.3933590352535248,0.22967606782913208,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand02,dev_0105,2,1,train,842,0.8,0.6212958693504333,0.15987229347229004,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand03,dev_0105,3,1,train,843,0.8,0.7953435778617859,0.1726657748222351,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand04,dev_0105,4,1,train,844,0.8,0.2167355716228485,0.6845478415489197,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand05,dev_0105,5,1,train,845,0.8,0.12930946052074432,0.32742786407470703,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand06,dev_0105,6,1,train,846,0.8,0.33975785970687866,0.20825731754302979,1,PENDING_PROMOTED_INSTRUMENT
dev_0105__cand07,dev_0105,7,1,train,847,0.8,0.8927108645439148,0.4482479393482208,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand00,dev_0106,0,1,train,848,0.8,0.4215497374534607,0.0894048660993576,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand01,dev_0106,1,1,train,849,0.8,0.31160932779312134,0.2863517701625824,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand02,dev_0106,2,1,train,850,0.8,0.28233879804611206,0.14715273678302765,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand03,dev_0106,3,1,train,851,0.8,0.48106834292411804,0.3896333873271942,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand04,dev_0106,4,1,train,852,0.8,0.6818960905075073,0.5565270781517029,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand05,dev_0106,5,1,train,853,0.8,0.2473701536655426,0.09302974492311478,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand06,dev_0106,6,1,train,854,0.8,0.2556225061416626,0.1487383097410202,1,PENDING_PROMOTED_INSTRUMENT
dev_0106__cand07,dev_0106,7,1,train,855,0.8,0.39378464221954346,0.18890316784381866,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand00,dev_0107,0,1,train,856,0.8,0.9841238260269165,0.6498347520828247,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand01,dev_0107,1,1,train,857,0.8,0.11519873887300491,0.08647207170724869,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand02,dev_0107,2,1,train,858,0.8,0.24519801139831543,0.37276482582092285,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand03,dev_0107,3,1,train,859,0.8,0.9148707985877991,0.17740830779075623,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand04,dev_0107,4,1,train,860,0.8,0.27971699833869934,0.11291854083538055,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand05,dev_0107,5,1,train,861,0.8,0.5799908638000488,0.18247245252132416,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand06,dev_0107,6,1,train,862,0.8,0.7865633368492126,0.24107994139194489,1,PENDING_PROMOTED_INSTRUMENT
dev_0107__cand07,dev_0107,7,1,train,863,0.8,0.676956295967102,0.483551561832428,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand00,dev_0108,0,1,train,864,0.8,0.21473178267478943,0.17883874475955963,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand01,dev_0108,1,1,train,865,0.8,0.28034651279449463,0.4922626316547394,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand02,dev_0108,2,1,train,866,0.8,0.5884085893630981,0.18050995469093323,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand03,dev_0108,3,1,train,867,0.8,0.19164587557315826,0.11576724797487259,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand04,dev_0108,4,1,train,868,0.8,0.5683478713035583,0.1821652501821518,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand05,dev_0108,5,1,train,869,0.8,0.45874476432800293,0.09460820257663727,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand06,dev_0108,6,1,train,870,0.8,0.039350684732198715,0.5557788610458374,1,PENDING_PROMOTED_INSTRUMENT
dev_0108__cand07,dev_0108,7,1,train,871,0.8,0.5696322917938232,0.6442024111747742,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand00,dev_0109,0,1,train,872,0.8,0.9999420046806335,0.108352892100811,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand01,dev_0109,1,1,train,873,0.8,0.4470660984516144,0.1418694406747818,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand02,dev_0109,2,1,train,874,0.8,0.9588714241981506,0.26823002099990845,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand03,dev_0109,3,1,train,875,0.8,0.7804799675941467,0.13114246726036072,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand04,dev_0109,4,1,train,876,0.8,0.7640917897224426,0.12138605862855911,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand05,dev_0109,5,1,train,877,0.8,0.8317676782608032,0.4616512656211853,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand06,dev_0109,6,1,train,878,0.8,0.49935439229011536,0.23219189047813416,1,PENDING_PROMOTED_INSTRUMENT
dev_0109__cand07,dev_0109,7,1,train,879,0.8,0.7244337797164917,0.2134537398815155,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand00,dev_0110,0,1,train,880,0.8,0.3200814425945282,0.2601768970489502,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand01,dev_0110,1,1,train,881,0.8,0.2560561001300812,0.18277211487293243,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand02,dev_0110,2,1,train,882,0.8,0.44096943736076355,0.5760284662246704,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand03,dev_0110,3,1,train,883,0.8,0.2743486166000366,0.108829565346241,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand04,dev_0110,4,1,train,884,0.8,0.3324756324291229,0.6612324118614197,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand05,dev_0110,5,1,train,885,0.8,0.4326256215572357,0.039771389216184616,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand06,dev_0110,6,1,train,886,0.8,0.2998686134815216,0.19379597902297974,1,PENDING_PROMOTED_INSTRUMENT
dev_0110__cand07,dev_0110,7,1,train,887,0.8,0.46219268441200256,0.25560280680656433,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand00,dev_0111,0,1,val,888,0.8,0.39835819602012634,0.253724068403244,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand01,dev_0111,1,1,val,889,0.8,0.6860849261283875,0.3114887475967407,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand02,dev_0111,2,1,val,890,0.8,0.6080285906791687,0.5190651416778564,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand03,dev_0111,3,1,val,891,0.8,0.2567141652107239,0.4118749797344208,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand04,dev_0111,4,1,val,892,0.8,0.3998138904571533,0.44046109914779663,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand05,dev_0111,5,1,val,893,0.8,0.36266380548477173,0.14334368705749512,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand06,dev_0111,6,1,val,894,0.8,0.3085800111293793,0.2871163487434387,1,PENDING_PROMOTED_INSTRUMENT
dev_0111__cand07,dev_0111,7,1,val,895,0.8,0.6321063041687012,0.2795512080192566,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand00,dev_0112,0,1,train,896,0.8,0.920558750629425,0.16001366078853607,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand01,dev_0112,1,1,train,897,0.8,0.4666241407394409,0.09294477850198746,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand02,dev_0112,2,1,train,898,0.8,0.7639359831809998,0.2529658079147339,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand03,dev_0112,3,1,train,899,0.8,0.4921167194843292,0.205649733543396,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand04,dev_0112,4,1,train,900,0.8,0.20796942710876465,0.22422589361667633,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand05,dev_0112,5,1,train,901,0.8,0.8308456540107727,0.12148868292570114,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand06,dev_0112,6,1,train,902,0.8,0.6029286980628967,0.129975825548172,1,PENDING_PROMOTED_INSTRUMENT
dev_0112__cand07,dev_0112,7,1,train,903,0.8,0.6078187823295593,0.0614154115319252,1,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand00,dev_0113,0,0,train,904,0.8,6.087549536459846e-06,0.015486815944314003,0,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand01,dev_0113,1,0,train,905,0.8,0.19330865144729614,0.09888342767953873,1,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand02,dev_0113,2,0,train,906,0.8,0.007669744081795216,0.527014970779419,0,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand03,dev_0113,3,0,train,907,0.8,0.019310200586915016,0.12122119963169098,0,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand04,dev_0113,4,0,train,908,0.8,0.07693364471197128,0.03541012480854988,1,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand05,dev_0113,5,0,train,909,0.8,0.06104719638824463,0.4382445812225342,1,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand06,dev_0113,6,0,train,910,0.8,0.011947652325034142,0.04189401865005493,0,PENDING_PROMOTED_INSTRUMENT
dev_0113__cand07,dev_0113,7,0,train,911,0.8,0.028331395238637924,0.2882571220397949,0,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand00,dev_0114,0,1,val,912,0.8,0.23273560404777527,0.06575393676757812,1,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand01,dev_0114,1,1,val,913,0.8,0.7165616154670715,0.3707583248615265,1,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand02,dev_0114,2,1,val,914,0.8,0.3994710147380829,0.07270431518554688,1,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand03,dev_0114,3,1,val,915,0.8,0.03486214205622673,0.05161496251821518,0,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand04,dev_0114,4,1,val,916,0.8,0.1443844437599182,0.15243299305438995,1,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand05,dev_0114,5,1,val,917,0.8,0.41798466444015503,0.12552282214164734,1,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand06,dev_0114,6,1,val,918,0.8,0.37614718079566956,0.050257593393325806,1,PENDING_PROMOTED_INSTRUMENT
dev_0114__cand07,dev_0114,7,1,val,919,0.8,0.45014554262161255,0.1721421331167221,1,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand00,dev_0115,0,0,train,920,0.8,0.0009663481614552438,0.03518501669168472,0,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand01,dev_0115,1,0,train,921,0.8,0.07825811207294464,0.41526734828948975,1,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand02,dev_0115,2,0,train,922,0.8,2.3774141482135747e-06,0.02029605023562908,0,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand03,dev_0115,3,0,train,923,0.8,1.6518904885742813e-05,0.03830409795045853,0,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand04,dev_0115,4,0,train,924,0.8,0.06680281460285187,0.3567914366722107,1,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand05,dev_0115,5,0,train,925,0.8,1.7207623841386521e-06,0.04773632809519768,0,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand06,dev_0115,6,0,train,926,0.8,0.02832650952041149,0.01599200628697872,0,PENDING_PROMOTED_INSTRUMENT
dev_0115__cand07,dev_0115,7,0,train,927,0.8,0.004046425689011812,0.0792224258184433,0,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand00,dev_0116,0,1,train,928,0.8,0.2140289545059204,0.09758235514163971,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand01,dev_0116,1,1,train,929,0.8,0.4250193238258362,0.15063883364200592,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand02,dev_0116,2,1,train,930,0.8,0.25921139121055603,0.08719728887081146,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand03,dev_0116,3,1,train,931,0.8,0.2549130320549011,0.17112955451011658,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand04,dev_0116,4,1,train,932,0.8,0.35723257064819336,0.465861976146698,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand05,dev_0116,5,1,train,933,0.8,0.4588567018508911,0.10982947051525116,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand06,dev_0116,6,1,train,934,0.8,0.42832162976264954,0.3840547204017639,1,PENDING_PROMOTED_INSTRUMENT
dev_0116__cand07,dev_0116,7,1,train,935,0.8,0.36003556847572327,0.16459369659423828,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand00,dev_0117,0,1,train,936,0.8,0.17243358492851257,0.0385746955871582,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand01,dev_0117,1,1,train,937,0.8,0.17698240280151367,0.08586058765649796,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand02,dev_0117,2,1,train,938,0.8,0.1619153469800949,0.595024824142456,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand03,dev_0117,3,1,train,939,0.8,0.36472776532173157,0.0552615262567997,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand04,dev_0117,4,1,train,940,0.8,0.28805893659591675,0.32783252000808716,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand05,dev_0117,5,1,train,941,0.8,0.2750795781612396,0.05136055871844292,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand06,dev_0117,6,1,train,942,0.8,0.4631398618221283,0.05446754768490791,1,PENDING_PROMOTED_INSTRUMENT
dev_0117__cand07,dev_0117,7,1,train,943,0.8,0.14056247472763062,0.30326035618782043,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand00,dev_0118,0,1,train,944,0.8,0.3564460277557373,0.4201345443725586,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand01,dev_0118,1,1,train,945,0.8,0.27308928966522217,0.20458145439624786,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand02,dev_0118,2,1,train,946,0.8,0.2851402759552002,0.055356014519929886,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand03,dev_0118,3,1,train,947,0.8,0.2898825407028198,0.08367838710546494,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand04,dev_0118,4,1,train,948,0.8,0.0904804989695549,0.1544926017522812,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand05,dev_0118,5,1,train,949,0.8,0.24767880141735077,0.10474531352519989,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand06,dev_0118,6,1,train,950,0.8,0.3655978739261627,0.07657479494810104,1,PENDING_PROMOTED_INSTRUMENT
dev_0118__cand07,dev_0118,7,1,train,951,0.8,0.31134045124053955,0.07213664799928665,1,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand00,dev_0119,0,0,train,952,0.8,0.05709957331418991,0.2754344046115875,1,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand01,dev_0119,1,0,train,953,0.8,5.312965640769107e-06,0.03487938269972801,0,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand02,dev_0119,2,0,train,954,0.8,3.2229813768935855e-06,0.03155620023608208,0,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand03,dev_0119,3,0,train,955,0.8,0.03854941576719284,0.03713589534163475,0,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand04,dev_0119,4,0,train,956,0.8,3.2594837193755666e-06,0.024854443967342377,0,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand05,dev_0119,5,0,train,957,0.8,4.687128694058629e-06,0.01913277618587017,0,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand06,dev_0119,6,0,train,958,0.8,0.03833923488855362,0.09137521684169769,0,PENDING_PROMOTED_INSTRUMENT
dev_0119__cand07,dev_0119,7,0,train,959,0.8,0.007049045991152525,0.07082995772361755,0,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand00,dev_0120,0,0,train,960,0.8,0.7147560715675354,0.32474175095558167,1,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand01,dev_0120,1,0,train,961,0.8,0.6415975689888,0.23581849038600922,1,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand02,dev_0120,2,0,train,962,0.8,0.9437199831008911,0.40049469470977783,1,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand03,dev_0120,3,0,train,963,0.8,0.0012016795808449388,0.14018262922763824,0,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand04,dev_0120,4,0,train,964,0.8,0.37839147448539734,0.3911307454109192,1,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand05,dev_0120,5,0,train,965,0.8,0.7166106104850769,0.4082719087600708,1,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand06,dev_0120,6,0,train,966,0.8,1.1402659083614708e-06,0.015905048698186874,0,PENDING_PROMOTED_INSTRUMENT
dev_0120__cand07,dev_0120,7,0,train,967,0.8,0.47657445073127747,0.13504046201705933,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand00,dev_0121,0,0,train,968,0.8,0.47553640604019165,0.22885209321975708,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand01,dev_0121,1,0,train,969,0.8,0.6266920566558838,0.16431096196174622,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand02,dev_0121,2,0,train,970,0.8,0.19909332692623138,0.06981286406517029,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand03,dev_0121,3,0,train,971,0.8,0.5813495516777039,0.10921882838010788,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand04,dev_0121,4,0,train,972,0.8,0.27901339530944824,0.1404900848865509,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand05,dev_0121,5,0,train,973,0.8,0.8059400320053101,0.1281009167432785,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand06,dev_0121,6,0,train,974,0.8,0.4748661518096924,0.1403336524963379,1,PENDING_PROMOTED_INSTRUMENT
dev_0121__cand07,dev_0121,7,0,train,975,0.8,0.1034313514828682,0.16250517964363098,1,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand00,dev_0122,0,1,train,976,0.8,0.4050544202327728,0.4586986303329468,1,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand01,dev_0122,1,1,train,977,0.8,0.06418062001466751,0.37779000401496887,1,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand02,dev_0122,2,1,train,978,0.8,0.13855986297130585,0.5345759987831116,1,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand03,dev_0122,3,1,train,979,0.8,0.0038440076168626547,0.048291705548763275,0,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand04,dev_0122,4,1,train,980,0.8,0.2865584194660187,0.38373780250549316,1,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand05,dev_0122,5,1,train,981,0.8,0.026427412405610085,0.5585234761238098,0,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand06,dev_0122,6,1,train,982,0.8,0.07959461212158203,0.40270331501960754,1,PENDING_PROMOTED_INSTRUMENT
dev_0122__cand07,dev_0122,7,1,train,983,0.8,0.18618334829807281,0.31409719586372375,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand00,dev_0123,0,1,train,984,0.8,0.49624061584472656,0.5240373611450195,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand01,dev_0123,1,1,train,985,0.8,0.18013118207454681,0.17860934138298035,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand02,dev_0123,2,1,train,986,0.8,0.24122491478919983,0.4935920536518097,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand03,dev_0123,3,1,train,987,0.8,0.9158000349998474,0.5637685060501099,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand04,dev_0123,4,1,train,988,0.8,0.2776007652282715,0.20249053835868835,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand05,dev_0123,5,1,train,989,0.8,0.2412380576133728,0.20501086115837097,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand06,dev_0123,6,1,train,990,0.8,0.47990667819976807,0.672039806842804,1,PENDING_PROMOTED_INSTRUMENT
dev_0123__cand07,dev_0123,7,1,train,991,0.8,0.5973877310752869,0.5797705054283142,1,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand00,dev_0124,0,0,train,992,0.8,0.07477796822786331,0.1353587955236435,1,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand01,dev_0124,1,0,train,993,0.8,0.1257464587688446,0.45383262634277344,1,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand02,dev_0124,2,0,train,994,0.8,0.30483630299568176,0.12948113679885864,1,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand03,dev_0124,3,0,train,995,0.8,0.5102250576019287,0.049816034734249115,1,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand04,dev_0124,4,0,train,996,0.8,0.10592497140169144,0.061120714992284775,1,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand05,dev_0124,5,0,train,997,0.8,5.1387189159868285e-05,0.024034233763813972,0,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand06,dev_0124,6,0,train,998,0.8,2.187536210840335e-06,0.024689530953764915,0,PENDING_PROMOTED_INSTRUMENT
dev_0124__cand07,dev_0124,7,0,train,999,0.8,0.30019816756248474,0.19959422945976257,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand00,dev_0125,0,1,train,1000,0.8,0.4136323928833008,0.40070268511772156,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand01,dev_0125,1,1,train,1001,0.8,0.9672801494598389,0.06274256855249405,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand02,dev_0125,2,1,train,1002,0.8,0.30468136072158813,0.2741379141807556,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand03,dev_0125,3,1,train,1003,0.8,0.11507469415664673,0.07114511728286743,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand04,dev_0125,4,1,train,1004,0.8,0.23905718326568604,0.11191923171281815,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand05,dev_0125,5,1,train,1005,0.8,0.3030968904495239,0.09077347815036774,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand06,dev_0125,6,1,train,1006,0.8,0.19994986057281494,0.18107466399669647,1,PENDING_PROMOTED_INSTRUMENT
dev_0125__cand07,dev_0125,7,1,train,1007,0.8,0.28281086683273315,0.21992939710617065,1,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand00,dev_0126,0,0,train,1008,0.8,6.236536137294024e-06,0.019156761467456818,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand01,dev_0126,1,0,train,1009,0.8,8.534928383596707e-06,0.02243747189640999,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand02,dev_0126,2,0,train,1010,0.8,0.0029073255136609077,0.02887052670121193,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand03,dev_0126,3,0,train,1011,0.8,4.107470431335969e-06,0.023872172459959984,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand04,dev_0126,4,0,train,1012,0.8,3.946440301660914e-06,0.04503387212753296,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand05,dev_0126,5,0,train,1013,0.8,6.780860530852806e-06,0.02776118740439415,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand06,dev_0126,6,0,train,1014,0.8,0.0016315249959006906,0.020890003070235252,0,PENDING_PROMOTED_INSTRUMENT
dev_0126__cand07,dev_0126,7,0,train,1015,0.8,0.027356449514627457,0.17542536556720734,0,PENDING_PROMOTED_INSTRUMENT
dev_0127__cand00,dev_0127,0,1,val,1016,0.8,0.16555771231651306,0.1249907910823822,1,PENDING_PROMOTED_INSTRUMENT
