task_id,prompt_id,condition,seed_idx,seed,output_path,apparent_violation,candidate_violation,implementation_role
w2fact_25_0_15,held_out_0146,plain_baseline,15,2034025015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0146/plain_baseline_s15_2034025015.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_00,held_out_0156,plain_baseline,0,2034005000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s00_2034005000.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_01,held_out_0156,plain_baseline,1,2034005001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s01_2034005001.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_02,held_out_0156,plain_baseline,2,2034005002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s02_2034005002.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_03,held_out_0156,plain_baseline,3,2034005003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s03_2034005003.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_04,held_out_0156,plain_baseline,4,2034005004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s04_2034005004.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_05,held_out_0156,plain_baseline,5,2034005005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s05_2034005005.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_06,held_out_0156,plain_baseline,6,2034005006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s06_2034005006.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_07,held_out_0156,plain_baseline,7,2034005007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s07_2034005007.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_08,held_out_0156,plain_baseline,8,2034005008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s08_2034005008.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_09,held_out_0156,plain_baseline,9,2034005009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s09_2034005009.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_10,held_out_0156,plain_baseline,10,2034005010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s10_2034005010.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_11,held_out_0156,plain_baseline,11,2034005011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s11_2034005011.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_12,held_out_0156,plain_baseline,12,2034005012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s12_2034005012.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_13,held_out_0156,plain_baseline,13,2034005013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s13_2034005013.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_14,held_out_0156,plain_baseline,14,2034005014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s14_2034005014.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_05_0_15,held_out_0156,plain_baseline,15,2034005015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0156/plain_baseline_s15_2034005015.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_00,held_out_0161,plain_baseline,0,2034017000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s00_2034017000.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_01,held_out_0161,plain_baseline,1,2034017001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s01_2034017001.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_02,held_out_0161,plain_baseline,2,2034017002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s02_2034017002.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_03,held_out_0161,plain_baseline,3,2034017003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s03_2034017003.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_04,held_out_0161,plain_baseline,4,2034017004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s04_2034017004.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_05,held_out_0161,plain_baseline,5,2034017005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s05_2034017005.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_06,held_out_0161,plain_baseline,6,2034017006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s06_2034017006.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_07,held_out_0161,plain_baseline,7,2034017007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s07_2034017007.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_08,held_out_0161,plain_baseline,8,2034017008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s08_2034017008.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_09,held_out_0161,plain_baseline,9,2034017009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s09_2034017009.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_10,held_out_0161,plain_baseline,10,2034017010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s10_2034017010.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_11,held_out_0161,plain_baseline,11,2034017011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s11_2034017011.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_12,held_out_0161,plain_baseline,12,2034017012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s12_2034017012.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_13,held_out_0161,plain_baseline,13,2034017013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s13_2034017013.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_14,held_out_0161,plain_baseline,14,2034017014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s14_2034017014.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_17_0_15,held_out_0161,plain_baseline,15,2034017015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0161/plain_baseline_s15_2034017015.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_00,held_out_0173,plain_baseline,0,2034012000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s00_2034012000.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_01,held_out_0173,plain_baseline,1,2034012001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s01_2034012001.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_02,held_out_0173,plain_baseline,2,2034012002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s02_2034012002.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_03,held_out_0173,plain_baseline,3,2034012003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s03_2034012003.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_04,held_out_0173,plain_baseline,4,2034012004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s04_2034012004.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_05,held_out_0173,plain_baseline,5,2034012005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s05_2034012005.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_06,held_out_0173,plain_baseline,6,2034012006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s06_2034012006.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_07,held_out_0173,plain_baseline,7,2034012007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s07_2034012007.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_08,held_out_0173,plain_baseline,8,2034012008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s08_2034012008.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_09,held_out_0173,plain_baseline,9,2034012009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s09_2034012009.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_10,held_out_0173,plain_baseline,10,2034012010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s10_2034012010.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_11,held_out_0173,plain_baseline,11,2034012011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s11_2034012011.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_12,held_out_0173,plain_baseline,12,2034012012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s12_2034012012.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_13,held_out_0173,plain_baseline,13,2034012013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s13_2034012013.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_14,held_out_0173,plain_baseline,14,2034012014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s14_2034012014.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_12_0_15,held_out_0173,plain_baseline,15,2034012015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0173/plain_baseline_s15_2034012015.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_00,held_out_0178,plain_baseline,0,2034021000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s00_2034021000.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_01,held_out_0178,plain_baseline,1,2034021001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s01_2034021001.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_02,held_out_0178,plain_baseline,2,2034021002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s02_2034021002.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_03,held_out_0178,plain_baseline,3,2034021003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s03_2034021003.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_04,held_out_0178,plain_baseline,4,2034021004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s04_2034021004.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_05,held_out_0178,plain_baseline,5,2034021005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s05_2034021005.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_06,held_out_0178,plain_baseline,6,2034021006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s06_2034021006.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_07,held_out_0178,plain_baseline,7,2034021007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s07_2034021007.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_08,held_out_0178,plain_baseline,8,2034021008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s08_2034021008.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_09,held_out_0178,plain_baseline,9,2034021009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s09_2034021009.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_10,held_out_0178,plain_baseline,10,2034021010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s10_2034021010.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_11,held_out_0178,plain_baseline,11,2034021011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s11_2034021011.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_12,held_out_0178,plain_baseline,12,2034021012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s12_2034021012.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_13,held_out_0178,plain_baseline,13,2034021013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s13_2034021013.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_14,held_out_0178,plain_baseline,14,2034021014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s14_2034021014.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_21_0_15,held_out_0178,plain_baseline,15,2034021015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0178/plain_baseline_s15_2034021015.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_00,held_out_0190,plain_baseline,0,2034003000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s00_2034003000.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_01,held_out_0190,plain_baseline,1,2034003001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s01_2034003001.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_02,held_out_0190,plain_baseline,2,2034003002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s02_2034003002.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_03,held_out_0190,plain_baseline,3,2034003003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s03_2034003003.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_04,held_out_0190,plain_baseline,4,2034003004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s04_2034003004.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_05,held_out_0190,plain_baseline,5,2034003005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s05_2034003005.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_06,held_out_0190,plain_baseline,6,2034003006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s06_2034003006.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_07,held_out_0190,plain_baseline,7,2034003007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s07_2034003007.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_08,held_out_0190,plain_baseline,8,2034003008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s08_2034003008.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_09,held_out_0190,plain_baseline,9,2034003009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s09_2034003009.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_10,held_out_0190,plain_baseline,10,2034003010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s10_2034003010.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_11,held_out_0190,plain_baseline,11,2034003011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s11_2034003011.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_12,held_out_0190,plain_baseline,12,2034003012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s12_2034003012.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_13,held_out_0190,plain_baseline,13,2034003013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s13_2034003013.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_14,held_out_0190,plain_baseline,14,2034003014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s14_2034003014.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_03_0_15,held_out_0190,plain_baseline,15,2034003015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0190/plain_baseline_s15_2034003015.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_00,held_out_0192,plain_baseline,0,2034015000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s00_2034015000.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_01,held_out_0192,plain_baseline,1,2034015001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s01_2034015001.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_02,held_out_0192,plain_baseline,2,2034015002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s02_2034015002.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_03,held_out_0192,plain_baseline,3,2034015003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s03_2034015003.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_04,held_out_0192,plain_baseline,4,2034015004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s04_2034015004.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_05,held_out_0192,plain_baseline,5,2034015005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s05_2034015005.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_06,held_out_0192,plain_baseline,6,2034015006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s06_2034015006.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_07,held_out_0192,plain_baseline,7,2034015007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s07_2034015007.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_08,held_out_0192,plain_baseline,8,2034015008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s08_2034015008.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_09,held_out_0192,plain_baseline,9,2034015009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s09_2034015009.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_10,held_out_0192,plain_baseline,10,2034015010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s10_2034015010.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_11,held_out_0192,plain_baseline,11,2034015011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s11_2034015011.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_12,held_out_0192,plain_baseline,12,2034015012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s12_2034015012.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_13,held_out_0192,plain_baseline,13,2034015013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s13_2034015013.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_14,held_out_0192,plain_baseline,14,2034015014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s14_2034015014.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_15_0_15,held_out_0192,plain_baseline,15,2034015015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0192/plain_baseline_s15_2034015015.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_00,held_out_0201,plain_baseline,0,2034031000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s00_2034031000.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_01,held_out_0201,plain_baseline,1,2034031001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s01_2034031001.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_02,held_out_0201,plain_baseline,2,2034031002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s02_2034031002.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_03,held_out_0201,plain_baseline,3,2034031003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s03_2034031003.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_04,held_out_0201,plain_baseline,4,2034031004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s04_2034031004.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_05,held_out_0201,plain_baseline,5,2034031005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s05_2034031005.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_06,held_out_0201,plain_baseline,6,2034031006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s06_2034031006.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_07,held_out_0201,plain_baseline,7,2034031007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s07_2034031007.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_08,held_out_0201,plain_baseline,8,2034031008,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s08_2034031008.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_09,held_out_0201,plain_baseline,9,2034031009,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s09_2034031009.flac,0,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_10,held_out_0201,plain_baseline,10,2034031010,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s10_2034031010.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_11,held_out_0201,plain_baseline,11,2034031011,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s11_2034031011.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_12,held_out_0201,plain_baseline,12,2034031012,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s12_2034031012.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_13,held_out_0201,plain_baseline,13,2034031013,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s13_2034031013.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_14,held_out_0201,plain_baseline,14,2034031014,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s14_2034031014.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_31_0_15,held_out_0201,plain_baseline,15,2034031015,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0201/plain_baseline_s15_2034031015.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_00,held_out_0206,plain_baseline,0,2034022000,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s00_2034022000.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_01,held_out_0206,plain_baseline,1,2034022001,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s01_2034022001.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_02,held_out_0206,plain_baseline,2,2034022002,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s02_2034022002.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_03,held_out_0206,plain_baseline,3,2034022003,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s03_2034022003.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_04,held_out_0206,plain_baseline,4,2034022004,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s04_2034022004.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_05,held_out_0206,plain_baseline,5,2034022005,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s05_2034022005.flac,0,0,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_06,held_out_0206,plain_baseline,6,2034022006,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s06_2034022006.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
w2fact_22_0_07,held_out_0206,plain_baseline,7,2034022007,paper_prep/w2_execution_20260712/factorial/audio/plain_baseline/held_out_0206/plain_baseline_s07_2034022007.flac,1,1,ORIGINAL_UNAFFECTED_PRIMARY
