rating_id,pair_id,presentation_role,presented_a_is,presented_b_is,media_a_path,media_b_path,sha256_a,sha256_b,shuffle_seed
bprime_0064_9cec2460f409,3a75fafe4a,primary,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0064_9cec2460f409_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0064_9cec2460f409_B.flac,14ad567dc205daf27baca1dbdad27b710d632483f85eb93fe87a011e916c1665,de8276c2cf880e1903e8a34ebdafd481fce1e216a4d48b5a42570b52cc42acf3,20260709
bprime_0065_304528335445,1dec4ff807,primary,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0065_304528335445_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0065_304528335445_B.flac,a0abb376c7d9c4b8a56eff660fded4b8c29b51854fb9c38132411cc8f0c93530,a0abb376c7d9c4b8a56eff660fded4b8c29b51854fb9c38132411cc8f0c93530,20260709
bprime_0066_1001d78cdf10,a2b5e83a7b,primary,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0066_1001d78cdf10_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0066_1001d78cdf10_B.flac,0e961c56b3896595bcda676c6d4a3882de95e8b2f30726a314fc21923b511213,0e961c56b3896595bcda676c6d4a3882de95e8b2f30726a314fc21923b511213,20260709
bprime_0067_61c4ab632453,d88e4e6743,primary,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0067_61c4ab632453_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0067_61c4ab632453_B.flac,dec9c32acd1160dbbed77fa53bcc7a0d2bf38bad04e09f86f7b19c05981f7227,dec9c32acd1160dbbed77fa53bcc7a0d2bf38bad04e09f86f7b19c05981f7227,20260709
bprime_0068_ad0a86ffeff2,a427a6065c,primary,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0068_ad0a86ffeff2_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0068_ad0a86ffeff2_B.flac,9cc4339c3583f0bd7599f247dbcafa83a8693089895f7a620752f24a7982e596,9cc4339c3583f0bd7599f247dbcafa83a8693089895f7a620752f24a7982e596,20260709
bprime_0069_a61aeaa619dd,23a4428f3b,primary,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0069_a61aeaa619dd_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0069_a61aeaa619dd_B.flac,5e87328eb9642c2799bfa42f9bf02ac92085241787f272d2391ee8b613483b08,5e87328eb9642c2799bfa42f9bf02ac92085241787f272d2391ee8b613483b08,20260709
bprime_0070_35933a9f3c05,28c0b8d178,primary,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0070_35933a9f3c05_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0070_35933a9f3c05_B.flac,87be395147d89957c8bbaa7db5e8c30258e931feb8e2c1c268cffe9303622c5d,87be395147d89957c8bbaa7db5e8c30258e931feb8e2c1c268cffe9303622c5d,20260709
bprime_0071_f8de9de71a48,0d73d4c967,primary,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0071_f8de9de71a48_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0071_f8de9de71a48_B.flac,96e45f204d4024a1b56ad742ca362afc3f8f15c6db4135b4c6718c5230d4335c,96e45f204d4024a1b56ad742ca362afc3f8f15c6db4135b4c6718c5230d4335c,20260709
bprime_0072_df79f7a2a65a,775110280c,primary,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0072_df79f7a2a65a_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0072_df79f7a2a65a_B.flac,73f0df552d3d478a65021877798ecfdf8c9f1521ebc60ddf56737e619645661f,73f0df552d3d478a65021877798ecfdf8c9f1521ebc60ddf56737e619645661f,20260709
bprime_0073_a6d07d139ea8,0ee6281212,primary,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0073_a6d07d139ea8_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0073_a6d07d139ea8_B.flac,d8afba6546bdb4c6501cbabd49c15af9b84ba7aaa89a65c44eacba1dbbf84c4c,3d76023c81e778fff111600ea875980b843b89c7554ca6df024a50f0eefc7b32,20260709
bprime_0074_107c0e2513cd,5f883dad0b,primary,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0074_107c0e2513cd_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0074_107c0e2513cd_B.flac,5313395ea1422c59ad9ff2f71f8513ad6f5cc54c0243ca2612c58645e27d5de0,ed011b335ddf0406dbf12b1f3edb5f410b10bd0b28648ebb2ec0c39a70904b6c,20260709
bprime_0075_4bf9fcc35dc6,7cd6073fb3,primary,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0075_4bf9fcc35dc6_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0075_4bf9fcc35dc6_B.flac,bb42109ab6ea8c6c85e9ba9e29a6aee58abdc4b6c0ea5d41fee4929f5894e9fe,608a6d184868ac304ebca7ceb461caa238ed0c8b09745c86a118a5c7f7ede77c,20260709
bprime_0076_93bf5c834d41,7785d4d1e3,primary,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0076_93bf5c834d41_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0076_93bf5c834d41_B.flac,d4cabe4fcd46e2c5e1b24b621458668a79ae78b9d5870d340a42696b29a3a044,1ad6389ac572af4da73126f9d798ba1e5c3f0db69dfc1795540a58a36c293fa6,20260709
bprime_0077_5ecc13723d32,966bfff564,primary,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0077_5ecc13723d32_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0077_5ecc13723d32_B.flac,b176c8fd3c151c4c1825dea91bb52e44a30163606c0fc221984119ae30fb89ff,b7f54d09ac6de2dd1eb98d79c6274fe2b9d567c7d1c180b115eb43daa0d27a38,20260709
bprime_0078_ebfa46a38b79,1bfaec2e1a,primary,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0078_ebfa46a38b79_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0078_ebfa46a38b79_B.flac,7f1a4859cea5df9c0017d960bd1973272aaf7052718b13ca44750227b5f392e0,41d8ea4ee8e4bee4e67ce22351ddb1e4b39943074a6defbc0caba64f4141b335,20260709
bprime_0079_5d36e7c1d3e0,f850753e5b,primary,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0079_5d36e7c1d3e0_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0079_5d36e7c1d3e0_B.flac,2a6d347d9ee689e893b1bc105ed9c96b0a0e6098bfffcac6b90c60e5377de976,8949cb86fed2476eb0e45b66733e2b3a8372eb39de17a2c56f2f2da0da1db28d,20260709
bprime_0080_1b6389bd4dcd,1de7136439,primary,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0080_1b6389bd4dcd_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0080_1b6389bd4dcd_B.flac,355eab4f333d0b5817942a84b10ea12adafeeba4701a9f8221237250d0795ddc,355eab4f333d0b5817942a84b10ea12adafeeba4701a9f8221237250d0795ddc,20260709
bprime_0081_36883e0be0d9,8dcd41f95c,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0081_36883e0be0d9_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0081_36883e0be0d9_B.flac,28c24d2e0883a177491093cfa255659bc30364605fa1dfc1b69c17866d401e13,f9566ab1aa08e87d0be95f63d05b61ae03a9ed3f635aaac092e3686c9450bf8e,20260709
bprime_0082_df90dca11c26,d540aee1b1,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0082_df90dca11c26_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0082_df90dca11c26_B.flac,3ef4acfb3003426cfc7768257eb4733207d74e9c1459d6b054027f7f7a4a19c0,3ef4acfb3003426cfc7768257eb4733207d74e9c1459d6b054027f7f7a4a19c0,20260709
bprime_0083_77ba82148ecc,de5c727c3b,reliability_reverse,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0083_77ba82148ecc_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0083_77ba82148ecc_B.flac,fb22f585a309a4e39866120b90815e2e273ddd6edee1727ce01d4d751e536ef9,fb22f585a309a4e39866120b90815e2e273ddd6edee1727ce01d4d751e536ef9,20260709
bprime_0084_52bf6c6de267,d863229556,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0084_52bf6c6de267_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0084_52bf6c6de267_B.flac,67515359f0f21ee1bdaedb73e27c6d70c4bfffd9e721009e80bfba2eeab6b3a5,67515359f0f21ee1bdaedb73e27c6d70c4bfffd9e721009e80bfba2eeab6b3a5,20260709
bprime_0085_869a5754d594,ec58155da3,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0085_869a5754d594_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0085_869a5754d594_B.flac,d015252e89eeab19096d9039308ddead4c7d04dfa7c5e3973f8f5167e982f906,83e01098c8be4c218eb8e3e33fe1357b3e7205d44fddf1780cb266caaeec3350,20260709
bprime_0086_e4967a6b5aed,b2c07fb665,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0086_e4967a6b5aed_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0086_e4967a6b5aed_B.flac,74cb6060beb55997fc9ba3bf535b7d5cf167f3ae581c1b66f679e97273448767,741b213aa02d0a2e483faf302424a6bab3b95ab8640ba645d2d73d8ddcba6055,20260709
bprime_0087_c26e8331f6b7,a337d5de8c,reliability_reverse,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0087_c26e8331f6b7_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0087_c26e8331f6b7_B.flac,30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2,30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2,20260709
bprime_0088_52e9785f3f39,c78b6b82ad,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0088_52e9785f3f39_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0088_52e9785f3f39_B.flac,d67af389acf885e4dc0cae988775e70c5c4cdf53a7109a8d5633d32b6463a6c1,d67af389acf885e4dc0cae988775e70c5c4cdf53a7109a8d5633d32b6463a6c1,20260709
bprime_0089_40f2deefe9a2,369f221eb7,reliability_reverse,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0089_40f2deefe9a2_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0089_40f2deefe9a2_B.flac,1ce97d52e6122449784164a8c27f561eee658b14547fb789c608572e19b69557,1ce97d52e6122449784164a8c27f561eee658b14547fb789c608572e19b69557,20260709
bprime_0090_76207311afe1,8ca6dff588,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0090_76207311afe1_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0090_76207311afe1_B.flac,67d0a13a1192594c0eb919e43ca02099f5eec925b51acfa6ccde1d26c9235b4e,9fe40d177211b2b7a9675a0215308ad83efc01d8fb07fa1cce8125eacd67015a,20260709
bprime_0091_a52b2286485b,df6cf05244,reliability_reverse,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0091_a52b2286485b_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0091_a52b2286485b_B.flac,e67c9f898142a9df9ff00c610873f0f36ddba144d147f4d5cb8821b020c9f3f8,e67c9f898142a9df9ff00c610873f0f36ddba144d147f4d5cb8821b020c9f3f8,20260709
bprime_0092_ffd47859abde,4dd84edc4d,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0092_ffd47859abde_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0092_ffd47859abde_B.flac,b34ea2a76a81240ab6fdb02d7317e068cead470cc4a8891decfd6162ab5f57c4,c7c150f5dcb61704ebf489ab7d076af3b83f0b7aa9e4d84d66fdbf276bc7418f,20260709
bprime_0093_652bcaca0fef,0d73d4c967,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0093_652bcaca0fef_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0093_652bcaca0fef_B.flac,96e45f204d4024a1b56ad742ca362afc3f8f15c6db4135b4c6718c5230d4335c,96e45f204d4024a1b56ad742ca362afc3f8f15c6db4135b4c6718c5230d4335c,20260709
bprime_0094_c00387063c17,59691e99aa,reliability_reverse,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0094_c00387063c17_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0094_c00387063c17_B.flac,8146c080b88208cd62087f8d453edfb3b7c6cffa86c1733d2c7c5aedf3ff32fe,528c4b47c7b151e46ed7f949af7fa51ccb0bf1afc45cbd873ba03454f2b53443,20260709
bprime_0095_c82095a4bf79,37ddd7508b,reliability_reverse,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0095_c82095a4bf79_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0095_c82095a4bf79_B.flac,3b9ffacab6f3face7e6c6a8313c4ce3f014ef6394dda806f4ec68125119d3622,f6ab0cee5cce54a87bc876487d6135ef494a739a34f717e61452ab6673c670c1,20260709
bprime_0096_cb0ffc596470,de6e6cc55c,reliability_reverse,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0096_cb0ffc596470_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0096_cb0ffc596470_B.flac,779150dd79af80172afe3194dbd872cbc04fe7a767248cb38dbc2611f060fd16,779150dd79af80172afe3194dbd872cbc04fe7a767248cb38dbc2611f060fd16,20260709
bprime_0097_1dbd1886de4b,2286127a28,reliability_reverse,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0097_1dbd1886de4b_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0097_1dbd1886de4b_B.flac,c951b1b3b88c3abf7bba1d0bbb19867fa2b4af3a7fe72e1ac35baff791ae52b6,c951b1b3b88c3abf7bba1d0bbb19867fa2b4af3a7fe72e1ac35baff791ae52b6,20260709
bprime_0098_a2ec47936a2f,1de7136439,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0098_a2ec47936a2f_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0098_a2ec47936a2f_B.flac,355eab4f333d0b5817942a84b10ea12adafeeba4701a9f8221237250d0795ddc,355eab4f333d0b5817942a84b10ea12adafeeba4701a9f8221237250d0795ddc,20260709
bprime_0099_8c52b6224182,5c95b4856b,reliability_reverse,arm6,arm4,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0099_8c52b6224182_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0099_8c52b6224182_B.flac,1083bbbc7838216d35b8429641e50620ad6b89ae2da4fabc3bdaebb7ad80eecd,3916702654028275b6cd40e48ad4023c7b2f03c4901ea8ce6bf1605523fcfe1c,20260709
bprime_0100_516963a99205,559e9c07d6,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0100_516963a99205_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0100_516963a99205_B.flac,cf619133363a44579603ff4aaeb91551c79776c3e4b9cc952e328d265315e2ac,3adc9d03d142339061f57a4d1ba0065ceb51389f9bd737f3e805c01ee1631639,20260709
bprime_0101_26bb56a77985,39cdd7883c,reliability_reverse,arm1,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0101_26bb56a77985_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0101_26bb56a77985_B.flac,0c72abbe6ea2dc332ea418f8cf35491c10d257dca67eea8219d50ae125294457,0c72abbe6ea2dc332ea418f8cf35491c10d257dca67eea8219d50ae125294457,20260709
bprime_0102_4063104537f0,f5baf30d56,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0102_4063104537f0_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0102_4063104537f0_B.flac,2850d215cc7c9384b9eb073f023792b79e0d59a2faf05291cd3cfd46c73a7a68,2850d215cc7c9384b9eb073f023792b79e0d59a2faf05291cd3cfd46c73a7a68,20260709
bprime_0103_40e8cc8ad6d0,610e49ae0e,reliability_reverse,arm6,arm1,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0103_40e8cc8ad6d0_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0103_40e8cc8ad6d0_B.flac,ff4f6e65a125ab69b16341da04f7cfa1d5ec92a88e4b40c88144a12847cf34e0,ff4f6e65a125ab69b16341da04f7cfa1d5ec92a88e4b40c88144a12847cf34e0,20260709
bprime_0104_326d135bd3e2,f850753e5b,reliability_reverse,arm4,arm6,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0104_326d135bd3e2_A.flac,paper_prep/validation_B_prime/pi_package_20260709/media/bprime_0104_326d135bd3e2_B.flac,8949cb86fed2476eb0e45b66733e2b3a8372eb39de17a2c56f2f2da0da1db28d,2a6d347d9ee689e893b1bc105ed9c96b0a0e6098bfffcac6b90c60e5377de976,20260709
