prompt_id,requested_vocal,prompt_split,promoted_violation_rate,corrected_evpd_mean_risk,risk_score,genre,tempo_bin,prompt_specificity,structure_complexity,language,pilot_stratum,gate0_excluded
dev_0215,0,train,0.25,0.28819606044756896,0.2690980302237845,classical,very_fast_160_plus,specific,simple_AB,en,low_risk_instrumental,0
dev_0216,0,train,0.75,0.5876701168542704,0.6688350584271352,rock,med_90_120,broad,simple_AB,en,medium_risk_instrumental,0
dev_0217,1,train,0.0,0.1824868394967856,0.0912434197483928,rock,slow_60_90,broad,simple_AB,fr,vocal_request,0
dev_0218,0,train,0.875,0.8422454790790241,0.8586227395395121,folk,very_fast_160_plus,broad,complex_multi_section,en,high_risk_instrumental,0
dev_0219,1,val,0.0,0.23843046213492278,0.11921523106746139,hip_hop,med_90_120,specific,verse_chorus,en,vocal_request,0
dev_0220,1,train,0.0,0.06187074495508885,0.030935372477544423,folk,fast_120_160,medium,AABA,en,vocal_request,0
dev_0221,0,train,1.0,0.9585745303355169,0.9792872651677584,classical,very_fast_160_plus,broad,verse_chorus,en,high_risk_instrumental,0
dev_0222,1,train,0.0,0.01687399962686344,0.00843699981343172,hip_hop,very_fast_160_plus,broad,verse_chorus,en,vocal_request,0
dev_0223,0,train,0.0,0.23706229814157684,0.11853114907078842,classical,fast_120_160,medium,AABA,en,low_risk_instrumental,0
dev_0224,0,train,0.25,0.39380453830016005,0.32190226915008,electronic,very_fast_160_plus,medium,simple_AB,en,low_risk_instrumental,0
dev_0225,1,train,0.0,0.028645142996941,0.0143225714984705,electronic,med_90_120,specific,complex_multi_section,en,vocal_request,0
dev_0226,0,train,1.0,0.9630899549094571,0.9815449774547286,classical,slow_60_90,broad,complex_multi_section,en,high_risk_instrumental,0
dev_0227,1,train,0.0,0.020759396353263335,0.010379698176631667,jazz,slow_60_90,broad,verse_chorus,en,vocal_request,0
dev_0228,1,val,0.0,0.007894400740002295,0.0039472003700011474,rock,med_90_120,broad,simple_AB,en,vocal_request,0
dev_0229,1,train,0.0,0.04640805252734882,0.02320402626367441,hip_hop,med_90_120,specific,AABA,en,vocal_request,0
dev_0230,1,train,0.0,0.13289369267973372,0.06644684633986686,electronic,fast_120_160,broad,complex_multi_section,en,vocal_request,0
dev_0231,1,train,0.125,0.11397220380028994,0.11948610190014497,hip_hop,fast_120_160,medium,AABA,en,vocal_request,0
dev_0232,1,val,0.0,0.009752867388536379,0.004876433694268189,rock,very_fast_160_plus,medium,AABA,en,vocal_request,0
dev_0233,1,train,0.0,0.15477282098191836,0.07738641049095918,hip_hop,med_90_120,broad,AABA,ja,vocal_request,0
dev_0234,1,train,0.0,0.06254132324151258,0.03127066162075629,jazz,slow_60_90,medium,simple_AB,en,vocal_request,0
dev_0235,1,train,0.0,0.0010927969397127465,0.0005463984698563732,folk,med_90_120,specific,simple_AB,es,vocal_request,0
dev_0236,1,train,0.0,0.05253586341378202,0.02626793170689101,metal,very_fast_160_plus,specific,AABA,en,vocal_request,0
dev_0237,1,train,0.0,0.03235281140441363,0.016176405702206815,jazz,slow_60_90,specific,AABA,en,vocal_request,0
dev_0238,0,train,1.0,0.7407319209483095,0.8703659604741547,folk,fast_120_160,specific,simple_AB,en,high_risk_instrumental,0
dev_0239,1,val,0.0,0.1502721194089333,0.07513605970446666,classical,fast_120_160,medium,AABA,en,vocal_request,0
dev_0240,1,train,0.0,0.10219037658925784,0.05109518829462892,metal,fast_120_160,medium,AABA,en,vocal_request,0
dev_0241,1,train,0.0,0.0102625796513413,0.00513128982567065,folk,slow_60_90,specific,complex_multi_section,es,vocal_request,0
dev_0242,0,train,0.375,0.5233672331275591,0.44918361656377953,electronic,fast_120_160,specific,verse_chorus,en,medium_risk_instrumental,0
dev_0243,0,train,0.25,0.4236973863597234,0.3368486931798617,classical,very_fast_160_plus,specific,verse_chorus,en,low_risk_instrumental,0
dev_0244,0,train,0.125,0.23492562235968603,0.17996281117984303,classical,med_90_120,specific,complex_multi_section,en,low_risk_instrumental,0
dev_0245,0,train,0.25,0.40102316152678413,0.32551158076339204,jazz,med_90_120,specific,verse_chorus,en,low_risk_instrumental,0
dev_0246,0,train,0.875,0.8393106438829037,0.8571553219414518,jazz,slow_60_90,broad,complex_multi_section,en,high_risk_instrumental,1
dev_0247,1,train,0.0,0.07041230261383266,0.03520615130691633,folk,slow_60_90,broad,AABA,en,vocal_request,0
dev_0248,1,train,0.0,0.1398710321367783,0.06993551606838914,metal,fast_120_160,medium,simple_AB,en,vocal_request,0
dev_0249,1,train,0.0,0.06489139245698011,0.032445696228490056,folk,very_fast_160_plus,broad,simple_AB,en,vocal_request,0
dev_0250,0,train,0.625,0.7308134878263275,0.6779067439131637,classical,fast_120_160,broad,verse_chorus,en,medium_risk_instrumental,0
dev_0251,0,train,0.25,0.5743714994067226,0.4121857497033613,jazz,fast_120_160,specific,complex_multi_section,en,medium_risk_instrumental,0
dev_0252,1,val,0.0,0.06895327779435184,0.03447663889717592,hip_hop,med_90_120,specific,simple_AB,en,vocal_request,0
dev_0253,1,train,0.0,0.020138833458861083,0.010069416729430541,pop,slow_60_90,specific,verse_chorus,en,vocal_request,0
dev_0254,0,train,0.875,0.9880090095706507,0.9315045047853254,classical,very_fast_160_plus,broad,verse_chorus,en,high_risk_instrumental,0
dev_0255,0,train,1.0,0.923414890754044,0.961707445377022,rock,very_fast_160_plus,broad,AABA,en,high_risk_instrumental,0
