rating_id,clip_id,clip_path,media_sha256,requested_vocal,prompt_id,source_family,corpus,calibration_stratum,inclusion_probability,represented_rating_rows
aprime_0278_9e1d4d039b2c,aprime_global_466c9938eef8ecd1019c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0278_9e1d4d039b2c.flac,466c9938eef8ecd1019c60971ecddd70de0b5c790ebcbe7667a7c7d81101b107,1,held_out_0069,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0305_53cf50843893,aprime_global_467e09213b1963fa98ae,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0305_53cf50843893.flac,467e09213b1963fa98ae97cfb2acd8cbe9470d5abc2a61c0f19f052b60c9d87c,1,held_out_0021,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0439_3def7b41abc4,aprime_global_46b6b998148f8aeae973,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0439_3def7b41abc4.flac,46b6b998148f8aeae9737e37e6aa44ee7802d7e49399b98ab1acc16b7d0e66ef,1,held_out_0045,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0067_6544e579a28e,aprime_global_471ca89e77a06ba1c9a2,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0067_6544e579a28e.flac,471ca89e77a06ba1c9a2b0c829d2061f687c581f038a3fa48c82a682ad3ab982,1,held_out_0044,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0518_e4376464a346,aprime_global_4756d9a863aaf719e78e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0518_e4376464a346.flac,4756d9a863aaf719e78eae973226dedbbaf3ce29aa1c6f4218567c62e9c2674f,0,held_out_0107,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0511_1b6ccde6f6a4,aprime_global_47767486db4916311d26,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0511_1b6ccde6f6a4.flac,47767486db4916311d26220745dd4c409e2c9845c23fe9b2ad3fb863479b5676,1,held_out_0017,v3_vocal,ATLAS,ATLAS|v3_vocal|request_1,1.0,1
aprime_0324_7debd24062d3,aprime_global_47ad435d74ce1ff07604,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0324_7debd24062d3.flac,47ad435d74ce1ff076040172ce66bfe4152f857508ef8245a50cb5a148a79984,0,held_out_0137,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0365_c2488fef9bf0,aprime_global_481eb70b7fa3ef6bc2c8,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0365_c2488fef9bf0.flac,481eb70b7fa3ef6bc2c8f27e1d7484ee2ece014c61092117d62d94246c76fa05,1,held_out_0045,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0286_89c83569eb09,aprime_global_4855c0bdd09c994fc3db,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0286_89c83569eb09.flac,4855c0bdd09c994fc3db805578997b9821d6b30313dc0f32e2cf090c9d9f5249,1,held_out_0004,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0433_03dfddf573c4,aprime_global_48939e248e7f87047707,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0433_03dfddf573c4.flac,48939e248e7f87047707f1af6e1308ef3a5518966f75d4b1c5fe00bb4f602a5b,1,held_out_0001,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0114_fe1b7b21de69,aprime_global_497c7af0d7e6eeb02bb4,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0114_fe1b7b21de69.flac,497c7af0d7e6eeb02bb42719e8652a42827afb0ec84eeeeeb1ba102cae642f3a,1,held_out_0017,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0457_1718368b4a0e,aprime_global_4b104b3443ec1d813780,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0457_1718368b4a0e.flac,4b104b3443ec1d81378065ca3926591117206892acfeeb9f7d476924aef000ea,0,held_out_0108,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0348_5f6782861931,aprime_global_4bcb1348929f937ea983,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0348_5f6782861931.flac,4bcb1348929f937ea9839b74f938a7ae45bc92aa9565098565a6d1208e2616da,0,held_out_0236,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0362_af8150d2d21a,aprime_global_4c79e7b982b2c19173a1,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0362_af8150d2d21a.flac,4c79e7b982b2c19173a107476dfe515a6923252879b6d7cdbaaecf4662a64aed,1,held_out_0119,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0060_60ead770babb,aprime_global_4d0b1fd153d2fc383e33,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0060_60ead770babb.flac,4d0b1fd153d2fc383e33f092476454f43d5d06c2eaf9a16fa8ffb72891e25dc9,1,held_out_0119,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0159_42c1983bce64,aprime_global_4d47d32060cad1b6337c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0159_42c1983bce64.flac,4d47d32060cad1b6337c8fff1264fd21ded56f82eaf1bf5b5ebeb218b8928148,1,held_out_0240,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0333_599d10defea2,aprime_global_4e0667d8756bf6d1b328,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0333_599d10defea2.flac,4e0667d8756bf6d1b3285e940fb64410e3ac0e5ec40a0caee458d0719d69cd8b,1,held_out_0142,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0058_8a0ed4bf138e,aprime_global_4e6032f521387122bb06,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0058_8a0ed4bf138e.flac,4e6032f521387122bb069c596ac7d321a8c1597f534e69cf19950a13a38e6661,0,held_out_0137,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0015_c8a29922e31c,aprime_global_4f390bbe8b2546f38f1b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0015_c8a29922e31c.flac,4f390bbe8b2546f38f1bb0bbe2ccab87e775a5cda54a261c9f2b25d81b6ceb8a,1,held_out_0045,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0605_bba0d88aa0de,aprime_global_5049671292ada30f2360,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0605_bba0d88aa0de.flac,5049671292ada30f2360357dde7a8e14545907bbb6d1da56c15af1f2f6bae0a4,1,held_out_0199,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0607_aeb3d5aac08c,aprime_global_50cb92ad8c538f150798,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0607_aeb3d5aac08c.flac,50cb92ad8c538f1507983b014555440f096ae50d4acefe95b887fd2076c21cd1,0,held_out_0038,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0163_966da187949b,aprime_global_50eaa8d725b5d5a89a4b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0163_966da187949b.flac,50eaa8d725b5d5a89a4bfceb2e3959f2a654edfc01c2524f8c78b7c5878cb621,0,held_out_0028,bon256_general,ATLAS,ATLAS|bon256_general|request_0,1.0,1
aprime_0176_ce0c239ff3bd,aprime_global_511947590f0452e62d4a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0176_ce0c239ff3bd.flac,511947590f0452e62d4ad778df5af4590df9d0d91141647ffbe8389d01ead668,0,held_out_0041,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0391_0de661e45025,aprime_global_514c7a03f7b321d9d8c5,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0391_0de661e45025.flac,514c7a03f7b321d9d8c5657cfb58c6312a2e63da2ad67e5039ffb952439cbf40,0,genreinstr_ambient,genre_instr,ATLAS,ATLAS|genre_instr|request_0,1.0,1
aprime_0249_514b875b6e70,aprime_global_5245be4438f7f30f4954,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0249_514b875b6e70.flac,5245be4438f7f30f4954a90c0a7e1bcb88bea9478d8a644bfca897bc581a9dfe,0,held_out_0253,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0274_6e445592edc5,aprime_global_52859c85cea947df1668,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0274_6e445592edc5.flac,52859c85cea947df16683b45721d032e7301776454a1294466e23adb010ec61e,1,held_out_0254,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0346_c85dbaac6125,aprime_global_52c9fc8d3e6f2eb18619,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0346_c85dbaac6125.flac,52c9fc8d3e6f2eb18619783758294782d519221968002017a7663231ef1e16d5,1,held_out_0042,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0456_7abddd6c7de8,aprime_global_53145c485e236f00caee,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0456_7abddd6c7de8.flac,53145c485e236f00caeeb8aaf043360e6ebb796a88ed84526da2feb534edf1b7,1,held_out_0200,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0174_cd2797a2ac80,aprime_global_538de4deda24e0ea4e3b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0174_cd2797a2ac80.flac,538de4deda24e0ea4e3b8811f634d70912622bd7232c95bab2f5b1ce74d59627,1,held_out_0014,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0416_3197292c8bbc,aprime_global_5460224cc1be67572e3c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0416_3197292c8bbc.flac,5460224cc1be67572e3c591001bb2eac778afa3434a7f53b372fffc344bb09e6,1,held_out_0001,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0026_8b6727c9c82b,aprime_global_54667c22045e0bcacff0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0026_8b6727c9c82b.flac,54667c22045e0bcacff0cb7cfe77b71a9b1a1d8c455f4294b42d84f0920b06ae,1,held_out_0119,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0373_f8f132071432,aprime_global_548d2788820419a83882,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0373_f8f132071432.flac,548d2788820419a83882081588850000ea03f710168d455a4694f5f7465c834b,1,held_out_0018,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0155_e80e38ceb0a1,aprime_global_54c02ad19c252467a63e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0155_e80e38ceb0a1.flac,54c02ad19c252467a63e72d40bf74c4db70482ead67993d0f7be31ca3bcccbd6,0,held_out_0058,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0631_fe83a75ea42e,aprime_global_54e688377780b17a1943,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0631_fe83a75ea42e.flac,54e688377780b17a19438c78a2944abc5aa935aac58e501cfdb583672bd16368,1,held_out_0084,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0659_dce2ee5e64d5,aprime_global_54eb80f3e1225cca58c8,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0659_dce2ee5e64d5.flac,54eb80f3e1225cca58c823e3df9e9eefa84ecaa8874b81e73d3bce526df3938f,1,held_out_0001,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0525_9e71a0a1fc08,aprime_global_54fbf6a2d4d8a0f6f9dd,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0525_9e71a0a1fc08.flac,54fbf6a2d4d8a0f6f9ddcc7b08a6d95cff41e4ae015a1226d2cec4bd580df128,1,held_out_0119,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0345_32c4175a4bb6,aprime_global_55a71c5de5a21d7ca9b4,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0345_32c4175a4bb6.flac,55a71c5de5a21d7ca9b41a19ac2fcb2b820f2830b28623430d288798187706a0,1,held_out_0254,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0103_72874da38f31,aprime_global_563477af3e6b8ebc13c5,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0103_72874da38f31.flac,563477af3e6b8ebc13c5328a770469b7d583747cfab7e53bd0903e0c33fecdc7,1,held_out_0119,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0414_7e94fb31cf62,aprime_global_5668df3bca9cc2c432f0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0414_7e94fb31cf62.flac,5668df3bca9cc2c432f0fd998e07211d82d8b616b329d0fdf64ec2f8c2c1ce62,1,held_out_0014,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0207_2ca80d663cfc,aprime_global_56ed5c0278b3da862633,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0207_2ca80d663cfc.flac,56ed5c0278b3da862633036df79f19c75c4100092d241fb25b9de60e49be4424,0,held_out_0251,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0616_1d0fb11cfbeb,aprime_global_57077f1ee8f128467436,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0616_1d0fb11cfbeb.flac,57077f1ee8f128467436f75ceb9ff83bab3a16ab8c92e4c19836ea49914890ba,1,held_out_0199,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0499_86221f675463,aprime_global_5730a512db0588590f26,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0499_86221f675463.flac,5730a512db0588590f26b3e3a26b14fa0cf7a3161b4ad345888c87753a3acf4e,1,held_out_0239,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0527_74f41e4a15fb,aprime_global_577938a7ab8013923a8e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0527_74f41e4a15fb.flac,577938a7ab8013923a8e9ee30655c2247f0c479ee137de0a5c53999690047fcf,1,held_out_0014,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0660_8dfbc958a67f,aprime_global_58ccbd954a202c1b0cf9,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0660_8dfbc958a67f.flac,58ccbd954a202c1b0cf98d194579612e231ad69238a2dbb7e6453875794e049a,1,held_out_0166,v3_vocal,ATLAS,ATLAS|v3_vocal|request_1,1.0,1
aprime_0432_13242f0d3cc5,aprime_global_5968b1ac85800b623a41,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0432_13242f0d3cc5.flac,5968b1ac85800b623a410761d1c75014c2140ddec4bb5bfc6d74a0aed72ca0d3,1,held_out_0240,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0408_d25ef1ecbafc,aprime_global_59744320021d08b156cc,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0408_d25ef1ecbafc.flac,59744320021d08b156ccddb1771efc09866555ad615a22b5a778428883903337,0,held_out_0080,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0082_0aa4eaa0896c,aprime_global_59b5828ebf3b32f64740,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0082_0aa4eaa0896c.flac,59b5828ebf3b32f64740dca2a08890aae5aa5e48e0783519bc756de8759cdee8,1,held_out_0017,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0052_92665bfc8b1a,aprime_global_5abc68c74e105b2302a6,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0052_92665bfc8b1a.flac,5abc68c74e105b2302a61dd7c02fcfb4f3b08d0412c4b844f7d30bf7a1895ff1,1,held_out_0021,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0048_f29546b533f8,aprime_global_5ad2b5b142600873da3c,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0048_f29546b533f8.flac,5ad2b5b142600873da3c0e618001e0a02804c1c27ee49fb467c03c5f34909e95,1,held_out_0079,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0057_6d75e244740a,aprime_global_5ad5cf1f6439049d75fa,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0057_6d75e244740a.flac,5ad5cf1f6439049d75fa3eb6adebef6558678827cb6bb7da731c75ac71c0183e,1,held_out_0199,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0188_15cfcbf4aedf,aprime_global_5baf8ebcbdf4f9e90440,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0188_15cfcbf4aedf.flac,5baf8ebcbdf4f9e90440d4defface38f808ec1ebde8103d2a3e931e7be5f41bc,1,held_out_0011,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0370_d133fee55036,aprime_global_5cc68593bccde81ea44b,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0370_d133fee55036.flac,5cc68593bccde81ea44b9eee29f87b65a549a0548fa7eb8ea8d3887bc5082c7c,0,held_out_0117,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0413_d9584d4ab36e,aprime_global_5d45391575afb3570b51,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0413_d9584d4ab36e.flac,5d45391575afb3570b51b91855d1c789fabb5b94eed8914b448ed6909245f865,1,held_out_0016,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0438_d167ab64bd09,aprime_global_5d4907c4d2c7aa6b006a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0438_d167ab64bd09.flac,5d4907c4d2c7aa6b006aa7ddd03ebfd3d088003a936b9b0a36cffb3f90591ac7,1,held_out_0069,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0031_0895148b4ba3,aprime_global_5e6ccbc40b096defa5ed,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0031_0895148b4ba3.flac,5e6ccbc40b096defa5eddc93545fa4d683ad363d6269c2cd4ee85dfd66b732a9,1,held_out_0221,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_1,1.0,1
aprime_0640_b4f503692542,aprime_global_5ec27c84775165260764,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0640_b4f503692542.flac,5ec27c84775165260764766f76d5f52af2daa1c5a963e6c8c9b46ee8dfe475fd,0,held_out_0117,online_run,PH2_ONLINE,PH2_ONLINE|online_run|request_0,1.0,1
aprime_0483_70189bc87d35,aprime_global_5ed64ccc10a74d0ee872,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0483_70189bc87d35.flac,5ed64ccc10a74d0ee872b69521de1082f09382f492bfaa6144218da6f2a2a15e,1,held_out_0024,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
aprime_0171_d2f5c551d7f3,aprime_global_5f19f28e52c46216590a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0171_d2f5c551d7f3.flac,5f19f28e52c46216590a0e57bfbb75db50480567ce2b1a33855deb87b545cc67,1,held_out_0004,bon256_general,ATLAS,ATLAS|bon256_general|request_1,1.0,1
aprime_0407_52153bffce0e,aprime_global_5f69e639abf3d0650d55,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0407_52153bffce0e.flac,5f69e639abf3d0650d55b4e32f206001e9ad7a8cefab0266c6584a2fdc00a485,0,held_out_0041,bon256,ATLAS,ATLAS|bon256|request_0,1.0,1
aprime_0411_03336e967b9b,aprime_global_5faf4dc93f25c54cf796,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0411_03336e967b9b.flac,5faf4dc93f25c54cf7969f55eb3778bfe275878cb2b402a855c02294f86b5480,1,held_out_0045,bon256,ATLAS,ATLAS|bon256|request_1,1.0,1
