clip_path,true_label,rating_source,confidence,audio_sha256,source_package,source_rating_ids,clip_id,duplicate_presentations,split
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0117_d5f69168ea1c.wav,yes,pi:Richard,5,c8c6274d1d940af6c74a68881b943580bb71f618800ed3c2782009142186da54,t2_aprime_core,aprime_0117_d5f69168ea1c,pi_gold_c8c6274d1d940af6,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0515_55e69598f51a.flac,yes,pi:Richard,5,cb662747964b6bc0d98b7cce0adf0bc696b3262a894f42a0b544c95c7f20bef0,t2_aprime_core,aprime_0515_55e69598f51a,pi_gold_cb662747964b6bc0,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0186_974bb909f260.wav,yes,pi:Richard,5,cc68f63eb4d2c1cf21e092f183459250b3a774dd8d75a54d767fbaed1bac49a6,t2_aprime_core,aprime_0186_974bb909f260,pi_gold_cc68f63eb4d2c1cf,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0442_b851c112731a.flac,yes,pi:Richard,4,cf9601081ba07a219663db16e2c38e3a1f98f25afcf064ce8397f14c892c1265,t2_aprime_core,aprime_0442_b851c112731a,pi_gold_cf9601081ba07a21,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/pi_decisive_packet_20260709/media/decisive_02_9643022ddbf6.flac,yes,pi:Richard,5,d28ce6bba4aae71294cec8638028e9a1041a0dab79971bbd93bb4121d8fcf234,t1_decisive,decisive_02_9643022ddbf6,pi_gold_d28ce6bba4aae712,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0236_478362009a33.wav,yes,pi:Richard,5,d319f977af187e6e8a55990ba3b16cb6ac3c18e2dbf1f1d076b8e5c57471447b,t2_aprime_core,aprime_0236_478362009a33,pi_gold_d319f977af187e6e,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0508_7023bce96948.wav,yes,pi:Richard,5,d67ce49f1b6e2a76db0417c95fafdf38418cbd6a800c68037fab98fc95fe5eea,t2_aprime_core,aprime_0508_7023bce96948,pi_gold_d67ce49f1b6e2a76,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0461_6d766c6417a7.wav,yes,pi:Richard,5,d719c9bd2b7d0665688893a45695d80ef00a9f5b59089f46ffd641672fcc5ab3,t2_aprime_core,aprime_0461_6d766c6417a7,pi_gold_d719c9bd2b7d0665,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0251_85dbff5dabd1.wav,yes,pi:Richard,5,dd3211f838ad320698c7e05439219081e6d1106687d1b7053bffdb6de166e25e,t2_aprime_core,aprime_0251_85dbff5dabd1,pi_gold_dd3211f838ad3206,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0092_0f4aaa6c5077.wav,yes,pi:Richard,5,dfd09d76815af12db86180fe748caac0b0a43784bc230bc798dc6ffb3c51f719,t1_decisive;t2_aprime_core,aprime_0092_0f4aaa6c5077;decisive_17_4217d6b8e4a2,pi_gold_dfd09d76815af12d,2,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0042_81377c8748f8.wav,yes,pi:Richard,5,e0e0ab925c0f2f6cf8ab8022713bc905057173af0fb25d624ff36295ca5cce38,t1_decisive;t2_aprime_core,aprime_0042_81377c8748f8;decisive_05_74e8e1d035d2,pi_gold_e0e0ab925c0f2f6c,2,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0293_02e92a28b5e8.wav,yes,pi:Richard,5,e7a0b6615e31c7ecddfbd4f0b5bd9ef028438d9d3b72b3c5d6843e2119877ce6,t2_aprime_core,aprime_0293_02e92a28b5e8,pi_gold_e7a0b6615e31c7ec,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0366_9e753224479c.wav,yes,pi:Richard,5,e9fdef9dc998632021e237f65b18b3d9cb24b3338225cc5a8b6d6b691ab79dae,t2_aprime_core,aprime_0366_9e753224479c,pi_gold_e9fdef9dc9986320,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0223_801655f5e5e8.wav,yes,pi:Richard,5,ec4edac505e3aa501a76ab6a8095f5047386cf25fc35c224d5f5c786cd1b8535,t2_aprime_core,aprime_0223_801655f5e5e8,pi_gold_ec4edac505e3aa50,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0396_d8376f888286.flac,yes,pi:Richard,5,f0342556c54c67313422fc3c3e95453dd569ed166741e5c3489b75ef59420c14,t2_aprime_core,aprime_0396_d8376f888286,pi_gold_f0342556c54c6731,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0075_1b2aad741e6c.wav,yes,pi:Richard,5,f3ad8709e7527e98f8503b22a37715bce824835bc833b307a96a7beeb71413b6,t2_aprime_core,aprime_0075_1b2aad741e6c,pi_gold_f3ad8709e7527e98,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0162_8bfe80d445ae.wav,yes,pi:Richard,5,f5109797a7b17382460409a23b2943648eb2f1e72420673b2ab222669e0e1ccb,t2_aprime_core,aprime_0162_8bfe80d445ae,pi_gold_f5109797a7b17382,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0183_d920698ee434.wav,yes,pi:Richard,5,f85200d5603cc3ad9a2af4453054b6b2017658b45587db30a77623919e3fcc6b,t2_aprime_core,aprime_0183_d920698ee434,pi_gold_f85200d5603cc3ad,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0436_daf6a5405dcc.flac,yes,pi:Richard,5,f954d603af275ac9f0b92f27af3b9df955823fe753e46912c4513155d9b50b85,t2_aprime_core,aprime_0436_daf6a5405dcc,pi_gold_f954d603af275ac9,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0475_70f31eededf2.wav,yes,pi:Richard,5,fb30593110642e0dd9f3ef06fa6bccf700f77d76c7d56a35010159b16cd9ae76,t2_aprime_core,aprime_0475_70f31eededf2,pi_gold_fb30593110642e0d,1,heldout
orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0381_83810fadeaa6.wav,yes,pi:Richard,5,fde83eb49e9a0db1b6d3d40024b66591a345ad62a9505476d84977145e5c7bee,t2_aprime_core,aprime_0381_83810fadeaa6,pi_gold_fde83eb49e9a0db1,1,heldout
